4.5726037539E-03	9.9276016552E-38	8.0267538069E-01
1.2674863806E-01	7.6275720979E-35	8.0265107618E-01
2.4892467236E-01	2.9416258417E-34	8.0258164243E-01
3.7110070667E-01	6.5366554160E-34	8.0246705049E-01
4.9327674098E-01	1.1546314414E-33	8.0230731550E-01
6.1545277528E-01	1.7968404278E-33	8.0210245307E-01
7.3762880959E-01	2.5800198954E-33	8.0185248559E-01
8.5980484389E-01	3.5038387917E-33	8.0155744270E-01
9.8198087820E-01	4.5678935619E-33	8.0121734881E-01
1.1041569125E+00	5.7717345973E-33	8.0083224601E-01
1.2263329468E+00	7.1148697035E-33	8.0040217047E-01
1.3485089811E+00	8.5967298165E-33	7.9992717461E-01
1.4706850154E+00	1.0216700648E-32	7.9940728905E-01
1.5928610497E+00	1.1974110045E-32	7.9884260942E-01
1.7150370840E+00	1.3868256598E-32	7.9823316067E-01
1.8372131183E+00	1.5898384704E-32	7.9757902111E-01
1.9593891526E+00	1.8063657380E-32	7.9688025775E-01
2.0815651869E+00	2.0363236717E-32	7.9613694564E-01
2.2037412213E+00	2.2796284509E-32	7.9534916998E-01
2.3259172556E+00	2.5361831522E-32	7.9451701508E-01
2.4480932899E+00	2.8058917741E-32	7.9364056810E-01
2.5702693242E+00	3.0886558521E-32	7.9271992573E-01
2.6924453585E+00	3.3843693894E-32	7.9175519357E-01
2.8146213928E+00	3.6929372912E-32	7.9074647564E-01
2.9367974271E+00	4.0142531536E-32	7.8969388181E-01
3.0589734614E+00	4.3481957811E-32	7.8859752938E-01
3.1811494957E+00	4.6946674401E-32	7.8745754599E-01
3.3033255300E+00	5.0535657578E-32	7.8627405776E-01
3.4255015643E+00	5.4247690143E-32	7.8504719428E-01
3.5476775986E+00	5.8081685154E-32	7.8377709903E-01
3.6698536329E+00	6.2036622992E-32	7.8246392075E-01
3.7920296672E+00	6.6111372108E-32	7.8110780767E-01
3.9142057015E+00	7.0304842946E-32	7.7970891329E-01
4.0363817358E+00	7.4616072553E-32	7.7826740664E-01
4.1585577701E+00	7.9044073096E-32	7.7678346299E-01
4.2807338044E+00	8.3587812719E-32	7.7525724337E-01
4.4029098388E+00	8.8246382411E-32	7.7368894263E-01
4.5250858731E+00	9.3018981985E-32	7.7207875064E-01
4.6472619074E+00	9.7904842961E-32	7.7042685495E-01
4.7694379417E+00	1.0290326473E-31	7.6873346626E-01
4.8916139760E+00	1.0801352012E-31	7.6699879320E-01
5.0137900103E+00	1.1323494230E-31	7.6522305167E-01
5.1359660446E+00	1.1856715116E-31	7.6340646843E-01
5.2581420789E+00	1.2401001067E-31	7.6154927611E-01
5.3803181132E+00	1.2956331419E-31	7.5965171492E-01
