4.5726037539E-03	2.0094528774E+47	1.1544683663E+53
1.2674863806E-01	2.0093732507E+47	1.1545933998E+53
2.4892467236E-01	2.0091539782E+47	1.1549554359E+53
3.7110070667E-01	2.0087921250E+47	1.1555532644E+53
4.9327674098E-01	2.0082920836E+47	1.1563897749E+53
6.1545277528E-01	2.0076460052E+47	1.1574609921E+53
7.3762880959E-01	2.0068608566E+47	1.1587716094E+53
8.5980484389E-01	2.0059387865E+47	1.1603236943E+53
9.8198087820E-01	2.0048744442E+47	1.1621152011E+53
1.1041569125E+00	2.0036714785E+47	1.1641493556E+53
1.2263329468E+00	2.0023360798E+47	1.1664311143E+53
1.3485089811E+00	2.0008662058E+47	1.1689607476E+53
1.4706850154E+00	1.9992635086E+47	1.1717410260E+53
1.5928610497E+00	1.9975287009E+47	1.1747739342E+53
1.7150370840E+00	1.9956662337E+47	1.1780643602E+53
1.8372131183E+00	1.9936786530E+47	1.1816159446E+53
1.9593891526E+00	1.9915644449E+47	1.1854302292E+53
2.0815651869E+00	1.9893280327E+47	1.1895124533E+53
2.2037412213E+00	1.9869767303E+47	1.1938697934E+53
2.3259172556E+00	1.9845088045E+47	1.1985042878E+53
2.4480932899E+00	1.9819274250E+47	1.2034211495E+53
2.5702693242E+00	1.9792363012E+47	1.2086261400E+53
2.6924453585E+00	1.9764363572E+47	1.2141235503E+53
2.8146213928E+00	1.9735366393E+47	1.2199229763E+53
2.9367974271E+00	1.9705400748E+47	1.2260305762E+53
3.0589734614E+00	1.9674440057E+47	1.2324492871E+53
3.1811494957E+00	1.9642582145E+47	1.2391900613E+53
3.3033255300E+00	1.9609895890E+47	1.2462624985E+53
3.4255015643E+00	1.9576375824E+47	1.2536718597E+53
3.5476775986E+00	1.9542074553E+47	1.2614273685E+53
3.6698536329E+00	1.9507064148E+47	1.2695399240E+53
3.7920296672E+00	1.9471376201E+47	1.2780182838E+53
3.9142057015E+00	1.9435055379E+47	1.2868724770E+53
4.0363817358E+00	1.9398176928E+47	1.2961149492E+53
4.1585577701E+00	1.9360800026E+47	1.3057576044E+53
4.2807338044E+00	1.9322966814E+47	1.3158118804E+53
4.4029098388E+00	1.9284742355E+47	1.3262910853E+53
4.5250858731E+00	1.9246205237E+47	1.3372101576E+53
4.6472619074E+00	1.9207428104E+47	1.3485843602E+53
4.7694379417E+00	1.9168484679E+47	1.3604295881E+53
4.8916139760E+00	1.9129432084E+47	1.3727613435E+53
5.0137900103E+00	1.9090328524E+47	1.3855959187E+53
5.1359660446E+00	1.9051268804E+47	1.3989530108E+53
5.2581420789E+00	1.9012368764E+47	1.4128548104E+53
5.3803181132E+00	1.8973713559E+47	1.4273222424E+53
5.5024941475E+00	1.8935372225E+47	1.4423759784E+53
5.6246701818E+00	1.8897435498E+47	1.4580393504E+53
5.7468462161E+00	1.8860017553E+47	1.4743386266E+53
5.8690222504E+00	1.8823238216E+47	1.4913017985E+53
5.9911982847E+00	1.8787215576E+47	1.5089580898E+53
6.1133743190E+00	1.8752077062E+47	1.5273389239E+53
6.2355503533E+00	1.8717946519E+47	1.5464769895E+53
6.3577263876E+00	1.8684959411E+47	1.5664075960E+53
6.4799024219E+00	1.8653260997E+47	1.5871686822E+53
6.6020784563E+00	1.8623010546E+47	1.6088013112E+53
6.7242544906E+00	1.8594383526E+47	1.6313501538E+53
6.8464305249E+00	1.8567567348E+47	1.6548632595E+53
6.9686065592E+00	1.8542771460E+47	1.6793932566E+53
7.0907825935E+00	1.8520208477E+47	1.7049959081E+53
7.2129586278E+00	1.8500104400E+47	1.7317312786E+53
7.3351346621E+00	1.8482712394E+47	1.7596653348E+53
7.4573106964E+00	1.8468302540E+47	1.7888694033E+53
7.5794867307E+00	1.8457181596E+47	1.8194224461E+53
7.7016627650E+00	1.8449681897E+47	1.8514106012E+53
7.8238387993E+00	1.8446169295E+47	1.8849284408E+53
7.9460148336E+00	1.8447055795E+47	1.9200809984E+53
8.0681908679E+00	1.8452777999E+47	1.9569822581E+53
8.1903669022E+00	1.8463835314E+47	1.9957599618E+53
8.3125429365E+00	1.8480775382E+47	2.0365551405E+53
8.4347189708E+00	1.8504211435E+47	2.0795250956E+53
8.5568950051E+00	1.8534840199E+47	2.1248468258E+53
8.6790710394E+00	1.8573413210E+47	2.1727152858E+53
8.8012470738E+00	1.8620821496E+47	2.2233549270E+53
8.9234231081E+00	1.8678095676E+47	2.2770224006E+53
9.0455991424E+00	1.8746329905E+47	2.3339999276E+53
9.1677751767E+00	1.8826833885E+47	2.3946166411E+53
9.2899512110E+00	1.8921121068E+47	2.4592514977E+53
9.4121272453E+00	1.9030882877E+47	2.5283342858E+53
9.5343032796E+00	1.9158189951E+47	2.6023776565E+53
9.6564793139E+00	1.9305330151E+47	2.6819625698E+53
9.7786553482E+00	1.9475081003E+47	2.7677831548E+53
9.9008313825E+00	1.9670647382E+47	2.8606488549E+53
1.0023007417E+01	1.9895894986E+47	2.9615301427E+53
1.0145183451E+01	2.0155277453E+47	3.0715635358E+53
1.0267359485E+01	2.0454159675E+47	3.1921180709E+53
1.0389535520E+01	2.0798687661E+47	3.3247979648E+53
1.0511711554E+01	2.1196042409E+47	3.4715069019E+53
1.0633887588E+01	2.1654019158E+47	3.6344068453E+53
1.0756063623E+01	2.2180088939E+47	3.8157790850E+53
1.0878239657E+01	2.2778951856E+47	4.0175955355E+53
1.1000415691E+01	2.3445823625E+47	4.2402505194E+53
1.1122591726E+01	2.4149432099E+47	4.4791887404E+53
1.1244767760E+01	2.4789698278E+47	4.7162040540E+53
