r(km) M(Msun) nb(fm^-3) Ye Ymu Yp Yn mu_n(MeV) mu_p(MeV) mu_e(MeV) mu_mu(MeV)
1.2592367449E+01 1.5000000022E+00 1.5515290466E-11 2.0999999341E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.1649718452E+00 6.4582718778E+00 -1.0565836985E+02
1.2592375782E+01 1.5000000022E+00 1.4744398735E-11 2.0999999337E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.1377741039E+00 6.4310741365E+00 -1.0565836985E+02
1.2592383802E+01 1.5000000022E+00 1.4011786638E-11 2.0999999333E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.1106914852E+00 6.4039915178E+00 -1.0565836985E+02
1.2592391521E+01 1.5000000022E+00 1.3315557289E-11 2.0999999329E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.0837236229E+00 6.3770236555E+00 -1.0565836985E+02
1.2592398949E+01 1.5000000022E+00 1.2653907609E-11 2.0999999325E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.0568701567E+00 6.3501701893E+00 -1.0565836985E+02
1.2592406096E+01 1.5000000022E+00 1.2025123691E-11 2.0999999321E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.0301307327E+00 6.3234307654E+00 -1.0565836985E+02
1.2592412974E+01 1.5000000022E+00 1.1427576397E-11 2.0999999318E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.0035050031E+00 6.2968050357E+00 -1.0565836985E+02
1.2592419592E+01 1.5000000022E+00 1.0859717171E-11 2.0999999314E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.9769926262E+00 6.2702926588E+00 -1.0565836985E+02
1.2592425960E+01 1.5000000022E+00 1.0320074059E-11 2.0999999311E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.9505932668E+00 6.2438932995E+00 -1.0565836985E+02
1.2592432087E+01 1.5000000022E+00 9.8072479247E-12 2.0999999308E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.9243065960E+00 6.2176066286E+00 -1.0565836985E+02
1.2592437983E+01 1.5000000022E+00 9.3199088499E-12 2.0999999305E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.8981322911E+00 6.1914323238E+00 -1.0565836985E+02
1.2592443656E+01 1.5000000022E+00 8.8567927182E-12 2.0999999303E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.8720700359E+00 6.1653700685E+00 -1.0565836985E+02
1.2592449115E+01 1.5000000022E+00 8.4166979615E-12 2.0999999300E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.8461195202E+00 6.1394195528E+00 -1.0565836985E+02
1.2592454368E+01 1.5000000022E+00 7.9984824695E-12 2.0999999298E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.8202804402E+00 6.1135804729E+00 -1.0565836985E+02
1.2592459423E+01 1.5000000022E+00 7.6010606512E-12 2.0999999295E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.7945524985E+00 6.0878525311E+00 -1.0565836985E+02
1.2592464288E+01 1.5000000022E+00 7.2234006422E-12 2.0999999293E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.7689354033E+00 6.0622354359E+00 -1.0565836985E+02
1.2592468971E+01 1.5000000022E+00 6.8645216481E-12 2.0999999291E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.7434288690E+00 6.0367289016E+00 -1.0565836985E+02
1.2592473479E+01 1.5000000022E+00 6.5234914210E-12 2.0999999289E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.7180326157E+00 6.0113326484E+00 -1.0565836985E+02
1.2592477818E+01 1.5000000022E+00 6.1994238593E-12 2.0999999287E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.6927463691E+00 5.9860464017E+00 -1.0565836985E+02
1.2592481996E+01 1.5000000022E+00 5.8914767265E-12 2.0999999285E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.6675698601E+00 5.9608698927E+00 -1.0565836985E+02
1.2592486020E+01 1.5000000022E+00 5.5988494823E-12 2.0999999284E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.6425028247E+00 5.9358028573E+00 -1.0565836985E+02
1.2592489895E+01 1.5000000022E+00 5.3207812214E-12 2.0999999282E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.6175450036E+00 5.9108450362E+00 -1.0565836985E+02
1.2592493628E+01 1.5000000022E+00 5.0565487136E-12 2.0999999281E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.5926961419E+00 5.8859961745E+00 -1.0565836985E+02
1.2592497225E+01 1.5000000022E+00 4.8054645411E-12 2.0999999279E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.5679559887E+00 5.8612560213E+00 -1.0565836985E+02
1.2592500692E+01 1.5000000022E+00 4.5668753277E-12 2.0999999278E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.5433242965E+00 5.8366243291E+00 -1.0565836985E+02
1.2592504033E+01 1.5000000022E+00 4.3401600555E-12 2.0999999276E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.5188008209E+00 5.8121008535E+00 -1.0565836985E+02
1.2592507255E+01 1.5000000022E+00 4.1247284649E-12 2.0999999275E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.4943853199E+00 5.7876853526E+00 -1.0565836985E+02
1.2592510362E+01 1.5000000022E+00 3.9200195340E-12 2.0999999274E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.4700775535E+00 5.7633775861E+00 -1.0565836985E+02
1.2592513360E+01 1.5000000022E+00 3.7255000327E-12 2.0999999273E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.4458772826E+00 5.7391773152E+00 -1.0565836985E+02
1.2592516253E+01 1.5000000022E+00 3.5406631489E-12 2.0999999272E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.4217842691E+00 5.7150843017E+00 -1.0565836985E+02
1.2592519046E+01 1.5000000022E+00 3.3650271824E-12 2.0999999271E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.3977982743E+00 5.6910983069E+00 -1.0565836985E+02
1.2592521743E+01 1.5000000022E+00 3.1981343034E-12 2.0999999270E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.3739190589E+00 5.6672190915E+00 -1.0565836985E+02
1.2592524349E+01 1.5000000022E+00 3.0395493729E-12 2.0999999269E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.3501463815E+00 5.6434464141E+00 -1.0565836985E+02
1.2592526868E+01 1.5000000022E+00 2.8888588213E-12 2.0999999268E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.3264799983E+00 5.6197800310E+00 -1.0565836985E+02
1.2592529303E+01 1.5000000022E+00 2.7456695820E-12 2.0999999267E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.3029196621E+00 5.5962196948E+00 -1.0565836985E+02
1.2592531659E+01 1.5000000022E+00 2.6096080794E-12 2.0999999266E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.2794651212E+00 5.5727651538E+00 -1.0565836985E+02
1.2592533939E+01 1.5000000022E+00 2.4803192650E-12 2.0999999266E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.2561161186E+00 5.5494161513E+00 -1.0565836985E+02
1.2592536146E+01 1.5000000022E+00 2.3574657033E-12 2.0999999265E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.2328723913E+00 5.5261724240E+00 -1.0565836985E+02
1.2592538285E+01 1.5000000022E+00 2.2407267012E-12 2.0999999264E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.2097336692E+00 5.5030337018E+00 -1.0565836985E+02
1.2592540357E+01 1.5000000022E+00 2.1297974821E-12 2.0999999264E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.1866996740E+00 5.4799997066E+00 -1.0565836985E+02
1.2592542368E+01 1.5000000022E+00 2.0243883998E-12 2.0999999263E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.1637701188E+00 5.4570701514E+00 -1.0565836985E+02
1.2592544318E+01 1.5000000022E+00 1.9242241922E-12 2.0999999262E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.1409447070E+00 5.4342447396E+00 -1.0565836985E+02
1.2592546212E+01 1.5000000022E+00 1.8290432708E-12 2.0999999262E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.1182231314E+00 5.4115231640E+00 -1.0565836985E+02
1.2592548051E+01 1.5000000022E+00 1.7385970470E-12 2.0999999261E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.0956050737E+00 5.3889051064E+00 -1.0565836985E+02
1.2592549840E+01 1.5000000022E+00 1.6526492902E-12 2.0999999261E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.0730902037E+00 5.3663902363E+00 -1.0565836985E+02
1.2592551579E+01 1.5000000022E+00 1.5709755182E-12 2.0999999260E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.0506781784E+00 5.3439782110E+00 -1.0565836985E+02
1.2592553272E+01 1.5000000022E+00 1.4933624183E-12 2.0999999260E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.0283686420E+00 5.3216686746E+00 -1.0565836985E+02
1.2592554920E+01 1.5000000022E+00 1.4196072956E-12 2.0999999259E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -4.0061612252E+00 5.2994612578E+00 -1.0565836985E+02
1.2592556527E+01 1.5000000022E+00 1.3495175501E-12 2.0999999259E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.9840555446E+00 5.2773555772E+00 -1.0565836985E+02
1.2592558094E+01 1.5000000022E+00 1.2829101780E-12 2.0999999259E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.9620512028E+00 5.2553512354E+00 -1.0565836985E+02
1.2592559623E+01 1.5000000022E+00 1.2196112985E-12 2.0999999258E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.9401477883E+00 5.2334478209E+00 -1.0565836985E+02
1.2592561116E+01 1.5000000022E+00 1.1594557035E-12 2.0999999258E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.9183448751E+00 5.2116449077E+00 -1.0565836985E+02
1.2592562576E+01 1.5000000022E+00 1.1022864297E-12 2.0999999258E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.8966420230E+00 5.1899420556E+00 -1.0565836985E+02
1.2592564002E+01 1.5000000022E+00 1.0479543505E-12 2.0999999257E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.8750387778E+00 5.1683388104E+00 -1.0565836985E+02
1.2592565399E+01 1.5000000022E+00 9.9631778975E-13 2.0999999257E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.8535346717E+00 5.1468347043E+00 -1.0565836985E+02
1.2592566766E+01 1.5000000022E+00 9.4724215240E-13 2.0999999257E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.8321292233E+00 5.1254292560E+00 -1.0565836985E+02
1.2592568106E+01 1.5000000022E+00 9.0059957459E-13 2.0999999256E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.8108219387E+00 5.1041219714E+00 -1.0565836985E+02
1.2592569420E+01 1.5000000022E+00 8.5626859000E-13 2.0999999256E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.7896123116E+00 5.0829123442E+00 -1.0565836985E+02
1.2592570709E+01 1.5000000022E+00 8.1413381278E-13 2.0999999256E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.7684998241E+00 5.0617998568E+00 -1.0565836985E+02
1.2592571975E+01 1.5000000022E+00 7.7408563576E-13 2.0999999256E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.7474839478E+00 5.0407839804E+00 -1.0565836985E+02
1.2592573219E+01 1.5000000022E+00 7.3601994341E-13 2.0999999255E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.7265641440E+00 5.0198641766E+00 -1.0565836985E+02
1.2592574443E+01 1.5000000022E+00 6.9983783870E-13 2.0999999255E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.7057398653E+00 4.9990398979E+00 -1.0565836985E+02
1.2592575646E+01 1.5000000022E+00 6.6544538328E-13 2.0999999255E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.6850105562E+00 4.9783105888E+00 -1.0565836985E+02
1.2592576831E+01 1.5000000022E+00 6.3275335031E-13 2.0999999255E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.6643756538E+00 4.9576756864E+00 -1.0565836985E+02
1.2592577999E+01 1.5000000022E+00 6.0167698926E-13 2.0999999255E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.6438345895E+00 4.9371346221E+00 -1.0565836985E+02
1.2592579150E+01 1.5000000022E+00 5.7213580224E-13 2.0999999255E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.6233867893E+00 4.9166868219E+00 -1.0565836985E+02
1.2592580285E+01 1.5000000022E+00 5.4405333122E-13 2.0999999254E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.6030316754E+00 4.8963317081E+00 -1.0565836985E+02
1.2592581406E+01 1.5000000022E+00 5.1735695566E-13 2.0999999254E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.5827686670E+00 4.8760686996E+00 -1.0565836985E+02
1.2592582513E+01 1.5000000022E+00 4.9197770000E-13 2.0999999254E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.5625971809E+00 4.8558972136E+00 -1.0565836985E+02
1.2592583607E+01 1.5000000022E+00 4.6785005068E-13 2.0999999254E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.5425166334E+00 4.8358166661E+00 -1.0565836985E+02
1.2592584688E+01 1.5000000022E+00 4.4491178209E-13 2.0999999254E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.5225264405E+00 4.8158264731E+00 -1.0565836985E+02
1.2592585758E+01 1.5000000022E+00 4.2310379114E-13 2.0999999254E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.5026260188E+00 4.7959260514E+00 -1.0565836985E+02
1.2592586817E+01 1.5000000022E+00 4.0236993995E-13 2.0999999254E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.4828147869E+00 4.7761148195E+00 -1.0565836985E+02
1.2592587866E+01 1.5000000022E+00 3.8265690644E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.4630921658E+00 4.7563921984E+00 -1.0565836985E+02
1.2592588905E+01 1.5000000022E+00 3.6391404221E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.4434575798E+00 4.7367576124E+00 -1.0565836985E+02
1.2592589935E+01 1.5000000022E+00 3.4609323761E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.4239104572E+00 4.7172104898E+00 -1.0565836985E+02
1.2592590957E+01 1.5000000022E+00 3.2914879347E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.4044502308E+00 4.6977502634E+00 -1.0565836985E+02
1.2592591971E+01 1.5000000022E+00 3.1303729931E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.3850763387E+00 4.6783763713E+00 -1.0565836985E+02
1.2592592977E+01 1.5000000022E+00 2.9771751765E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.3657882247E+00 4.6590882574E+00 -1.0565836985E+02
1.2592593976E+01 1.5000000022E+00 2.8315027410E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.3465853390E+00 4.6398853716E+00 -1.0565836985E+02
1.2592594968E+01 1.5000000022E+00 2.6929835303E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.3274671380E+00 4.6207671706E+00 -1.0565836985E+02
1.2592595955E+01 1.5000000022E+00 2.5612639854E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.3084330853E+00 4.6017331179E+00 -1.0565836985E+02
1.2592596935E+01 1.5000000022E+00 2.4360082039E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.2894826518E+00 4.5827826844E+00 -1.0565836985E+02
1.2592597910E+01 1.5000000022E+00 2.3168970473E-13 2.0999999253E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.2706153157E+00 4.5639153483E+00 -1.0565836985E+02
1.2592598881E+01 1.5000000022E+00 2.2036272934E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.2518305630E+00 4.5451305956E+00 -1.0565836985E+02
1.2592599846E+01 1.5000000022E+00 2.0959108326E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.2331278875E+00 4.5264279201E+00 -1.0565836985E+02
1.2592600807E+01 1.5000000022E+00 1.9934739042E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.2145067909E+00 4.5078068235E+00 -1.0565836985E+02
1.2592601763E+01 1.5000000022E+00 1.8960563720E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.1959667828E+00 4.4892668154E+00 -1.0565836985E+02
1.2592602716E+01 1.5000000022E+00 1.8034110373E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.1775073808E+00 4.4708074134E+00 -1.0565836985E+02
1.2592603665E+01 1.5000000022E+00 1.7153029863E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.1591281107E+00 4.4524281433E+00 -1.0565836985E+02
1.2592604611E+01 1.5000000022E+00 1.6315089711E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.1408285059E+00 4.4341285385E+00 -1.0565836985E+02
1.2592605554E+01 1.5000000022E+00 1.5518168229E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.1226081079E+00 4.4159081405E+00 -1.0565836985E+02
1.2592606494E+01 1.5000000022E+00 1.4760248942E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.1044664659E+00 4.3977664985E+00 -1.0565836985E+02
1.2592607431E+01 1.5000000022E+00 1.4039415302E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.0864031367E+00 4.3797031693E+00 -1.0565836985E+02
1.2592608365E+01 1.5000000022E+00 1.3353845670E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.0684176846E+00 4.3617177173E+00 -1.0565836985E+02
1.2592609297E+01 1.5000000022E+00 1.2701808553E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.0505096815E+00 4.3438097141E+00 -1.0565836985E+02
1.2592610227E+01 1.5000000022E+00 1.2081658090E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.0326787061E+00 4.3259787388E+00 -1.0565836985E+02
1.2592611155E+01 1.5000000022E+00 1.1491829759E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -3.0149243446E+00 4.3082243772E+00 -1.0565836985E+02
1.2592612081E+01 1.5000000022E+00 1.0930836310E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.9972461895E+00 4.2905462221E+00 -1.0565836985E+02
1.2592613005E+01 1.5000000022E+00 1.0397263902E-13 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.9796438404E+00 4.2729438730E+00 -1.0565836985E+02
1.2592613928E+01 1.5000000022E+00 9.8897684395E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.9621169032E+00 4.2554169358E+00 -1.0565836985E+02
1.2592614849E+01 1.5000000022E+00 9.4070720908E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.9446649900E+00 4.2379650226E+00 -1.0565836985E+02
1.2592615768E+01 1.5000000022E+00 8.9479599870E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.9272877190E+00 4.2205877516E+00 -1.0565836985E+02
1.2592616687E+01 1.5000000022E+00 8.5112770865E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.9099847142E+00 4.2032847468E+00 -1.0565836985E+02
1.2592617604E+01 1.5000000022E+00 8.0959251991E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.8927556053E+00 4.1860556380E+00 -1.0565836985E+02
1.2592618520E+01 1.5000000022E+00 7.7008601603E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.8756000276E+00 4.1689000602E+00 -1.0565836985E+02
1.2592619435E+01 1.5000000022E+00 7.3250891482E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.8585176214E+00 4.1518176540E+00 -1.0565836985E+02
1.2592620348E+01 1.5000000022E+00 6.9676681371E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.8415080321E+00 4.1348080647E+00 -1.0565836985E+02
1.2592621262E+01 1.5000000022E+00 6.6276994775E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.8245709101E+00 4.1178709427E+00 -1.0565836985E+02
1.2592622174E+01 1.5000000022E+00 6.3043295999E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.8077059104E+00 4.1010059430E+00 -1.0565836985E+02
1.2592623085E+01 1.5000000022E+00 5.9967468326E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.7909126925E+00 4.0842127252E+00 -1.0565836985E+02
1.2592623996E+01 1.5000000022E+00 5.7041793300E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.7741909203E+00 4.0674909529E+00 -1.0565836985E+02
1.2592624906E+01 1.5000000022E+00 5.4258931043E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.7575402617E+00 4.0508402944E+00 -1.0565836985E+02
1.2592625816E+01 1.5000000022E+00 5.1611901561E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.7409603888E+00 4.0342604214E+00 -1.0565836985E+02
1.2592626725E+01 1.5000000022E+00 4.9094066985E-14 2.0999999252E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.7244509773E+00 4.0177510099E+00 -1.0565836985E+02
1.2592627633E+01 1.5000000022E+00 4.6699114695E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.7080117067E+00 4.0013117393E+00 -1.0565836985E+02
1.2592628541E+01 1.5000000022E+00 4.4421041295E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.6916422600E+00 3.9849422926E+00 -1.0565836985E+02
1.2592629449E+01 1.5000000022E+00 4.2254137381E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.6753423237E+00 3.9686423563E+00 -1.0565836985E+02
1.2592630356E+01 1.5000000022E+00 4.0192973066E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.6591115873E+00 3.9524116200E+00 -1.0565836985E+02
1.2592631263E+01 1.5000000022E+00 3.8232384233E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.6429497438E+00 3.9362497764E+00 -1.0565836985E+02
1.2592632169E+01 1.5000000022E+00 3.6367459460E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.6268564887E+00 3.9201565213E+00 -1.0565836985E+02
1.2592633076E+01 1.5000000022E+00 3.4593527608E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.6108315208E+00 3.9041315534E+00 -1.0565836985E+02
1.2592633981E+01 1.5000000022E+00 3.2906146011E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.5948745416E+00 3.8881745742E+00 -1.0565836985E+02
1.2592634887E+01 1.5000000022E+00 3.1301089260E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.5789852550E+00 3.8722852876E+00 -1.0565836985E+02
1.2592635793E+01 1.5000000022E+00 2.9774338540E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.5631633677E+00 3.8564634003E+00 -1.0565836985E+02
1.2592636698E+01 1.5000000022E+00 2.8322071493E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.5474085889E+00 3.8407086215E+00 -1.0565836985E+02
1.2592637603E+01 1.5000000022E+00 2.6940652586E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.5317206300E+00 3.8250206626E+00 -1.0565836985E+02
1.2592638508E+01 1.5000000022E+00 2.5626623947E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.5160992047E+00 3.8093992373E+00 -1.0565836985E+02
1.2592639412E+01 1.5000000022E+00 2.4376696665E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.5005440291E+00 3.7938440617E+00 -1.0565836985E+02
1.2592640317E+01 1.5000000022E+00 2.3187742505E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.4850548211E+00 3.7783548538E+00 -1.0565836985E+02
1.2592641221E+01 1.5000000022E+00 2.2056786045E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.4696313011E+00 3.7629313337E+00 -1.0565836985E+02
1.2592642126E+01 1.5000000022E+00 2.0980997192E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.4542731910E+00 3.7475732236E+00 -1.0565836985E+02
1.2592643030E+01 1.5000000022E+00 1.9957684065E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.4389802149E+00 3.7322802476E+00 -1.0565836985E+02
1.2592643934E+01 1.5000000022E+00 1.8984286236E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.4237520988E+00 3.7170521314E+00 -1.0565836985E+02
1.2592644838E+01 1.5000000022E+00 1.8058368296E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.4085885703E+00 3.7018886029E+00 -1.0565836985E+02
1.2592645742E+01 1.5000000022E+00 1.7177613741E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.3934893589E+00 3.6867893915E+00 -1.0565836985E+02
