0.000025118864315095822	CrateSuave[d2, 0.000025118864315095822]
0.000039810717055349776	CrateSuave[d2, 0.000039810717055349776]
0.00006309573444801943	CrateSuave[d2, 0.00006309573444801943]
0.0001000000000000001	CrateSuave[d2, 0.0001000000000000001]
0.00015848931924611142	CrateSuave[d2, 0.00015848931924611142]
0.0002511886431509582	CrateSuave[d2, 0.0002511886431509582]
0.00039810717055349773	CrateSuave[d2, 0.00039810717055349773]
0.0006309573444801943	CrateSuave[d2, 0.0006309573444801943]
0.001000000000000001	CrateSuave[d2, 0.001000000000000001]
0.001584893192461114	CrateSuave[d2, 0.001584893192461114]
0.002511886431509582	CrateSuave[d2, 0.002511886431509582]
0.003981071705534978	CrateSuave[d2, 0.003981071705534978]
0.006309573444801942	CrateSuave[d2, 0.006309573444801942]
0.01000000000000001	CrateSuave[d2, 0.01000000000000001]
0.01584893192461116	CrateSuave[d2, 0.01584893192461116]
0.025118864315095822	CrateSuave[d2, 0.025118864315095822]
0.039810717055349776	CrateSuave[d2, 0.039810717055349776]
0.05011872336272722	CrateQM[d2, 0.05011872336272722]
0.07943282347242814	CrateQM[d2, 0.07943282347242814]
0.12589254117941673	CrateQM[d2, 0.12589254117941673]
0.19952623149688797	CrateQM[d2, 0.19952623149688797]
0.31622776601683794	CrateQM[d2, 0.31622776601683794]
0.5011872336272722	CrateQM[d2, 0.5011872336272722]
0.7943282347242817	CrateQM[d2, 0.7943282347242817]
1.2589254117941675	CrateQM[d2, 1.2589254117941675]
1.9952623149688797	CrateQM[d2, 1.9952623149688797]
3.1622776601683795	CrateQM[d2, 3.1622776601683795]
5.011872336272722	CrateQM[d2, 5.011872336272722]
7.943282347242818	CrateQM[d2, 7.943282347242818]
10.	CrateSuave[d2, 10.]
15.848931924611133	CrateSuave[d2, 15.848931924611133]
25.118864315095795	CrateSuave[d2, 25.118864315095795]
39.810717055349734	CrateSuave[d2, 39.810717055349734]
63.09573444801933	CrateSuave[d2, 63.09573444801933]
100.	CrateSuave[d2, 100.]
158.48931924611142	CrateSuave[d2, 158.48931924611142]
251.18864315095823	CrateSuave[d2, 251.18864315095823]
398.1071705534973	CrateSuave[d2, 398.1071705534973]
630.957344480193	CrateSuave[d2, 630.957344480193]
1000.	CrateSuave[d2, 1000.]
1584.893192461114	CrateSuave[d2, 1584.893192461114]
2511.886431509582	CrateSuave[d2, 2511.886431509582]
3981.0717055349733	CrateSuave[d2, 3981.0717055349733]
6309.573444801937	CrateSuave[d2, 6309.573444801937]
10000.	CrateSuave[d2, 10000.]
15848.93192461114	CrateSuave[d2, 15848.93192461114]
25118.864315095823	CrateSuave[d2, 25118.864315095823]
39810.71705534969	CrateSuave[d2, 39810.71705534969]
63095.73444801943	CrateSuave[d2, 63095.73444801943]
100000.	CrateSuave[d2, 100000.]
