-4.8	2.0498231186344306e-7
-4.7	4.1464898208353866e-7
-4.6	1.1647274945561183e-6
-4.5	2.8729899087728588e-6
-4.3999999999999995	6.9922787616119545e-6
-4.3	0.00001776578509129632
-4.199999999999999	0.00004311537487327059
-4.1	0.00010956700804182552
-4.	0.0002722424637054508
-3.9	0.0006837074090820862
-3.8	0.0017242821903090209
-3.6999999999999997	0.00438088389349143
-3.5999999999999996	0.01087194076701138
-3.5	0.02761686080230912
-3.3999999999999995	0.06852055276918992
-3.3	0.17400452218225534
-3.1999999999999997	0.43664661214220163
-3.0999999999999996	1.0827061293485356
-3.	2.747304958203037
-2.8999999999999995	6.8228800119307005
-2.8	17.385285614889828
-2.6999999999999997	43.20365194512855
-2.5999999999999996	109.3503396651795
-2.4999999999999996	273.57845473070705
-2.3999999999999995	685.2213308451451
-2.3	1776.9154097216874
-2.1999999999999997	4466.433152733503
-2.0999999999999996	11202.02455514081
-1.9999999999999996	27647.710618704812
-1.8999999999999995	68652.08577554044
-1.7999999999999998	172560.7789276153
-1.6999999999999997	417892.9900379664
-1.5999999999999996	1.0666753622647137e6
-1.4999999999999996	2.6689803950830586e6
-1.3999999999999995	6.655019763384529e6
-1.2999999999999998	1.731856586887564e7
-1.1999999999999997	4.3483422342539124e7
-1.	2.42230103375646e8
-0.9	6.474071200575312e8
-0.8	1.4749858043105445e9
-0.7	3.690271184221245e9
-0.6	8.081886001860013e9
-0.5	1.7476475281080505e10
-0.3999999999999999	3.615172300699227e10
-0.29999999999999993	7.23956285409649e10
-0.19999999999999996	1.173072306479405e11
-0.09999999999999998	1.6478208981722708e11
0.	2.1032992766878473e11
0.10000000000000009	2.476910534858785e11
0.20000000000000018	2.815164491070289e11
0.30000000000000004	3.092288765024036e11
0.40000000000000013	3.2817450681783026e11
0.5	3.3695455512568207e11
0.6000000000000001	3.353853499044323e11
0.7000000000000002	3.241911302214551e11
0.8	3.049647413084772e11
0.9000000000000001	2.798355104477349e11
1.	2.5109860462166217e11
1.1	2.2089505911101825e11
1.2000000000000002	1.9099696097833057e11
1.3000000000000003	1.627101035242122e11
1.4000000000000004	1.3687430088709653e11
1.5	1.1392672667027971e11
1.6	9.39938722102078e10
1.7000000000000002	7.698635122222473e10
1.8000000000000003	6.268146813869166e10
1.9000000000000004	5.0787391600783134e10
2.	4.098861918479127e10
2.2	2.5651241798997585e10
2.3000000000000003	2.056913816792641e10
2.4000000000000004	1.6444026119875181e10
2.5	1.3129025624293795e10
2.6	1.0456805193505688e10
2.7	8.344741168104346e9
2.8000000000000003	6.645597637167094e9
2.9000000000000004	5.282282063924036e9
3.	4.208570329798153e9
3.1	3.34750550679464e9
3.2	2.661001980057691e9
3.3000000000000003	2.111491665352119e9
3.4000000000000004	1.6762678416865046e9
3.5	1.3143072367016969e9
3.6000000000000005	1.0370658374311683e9
3.7	7.917332974465914e8
3.8000000000000003	5.962288355486549e8
3.9000000000000004	4.29167429136235e8
4.	2.8599775295925367e8
4.1000000000000005	2.268930012453521e8
4.2	1.5350848382801437e8
4.300000000000001	1.2775428151000583e8
4.4	9.1762700747368e7
4.5	7.918339121593201e7
4.6000000000000005	4.060227630799499e7
4.7	3.8513010527962044e7
4.800000000000001	3.900558160577467e7
4.9	1.9760659608006723e7
5.	2.2881831952911787e7
